ticket_id,patient_id,created_date,response_time_hours,resolved,issue_type,priority,channel,resolved_date,first_contact_resolution
80725,14663,2024-07-03,4.5,yes,app,low,email,2024-07-05,no
80726,12350,2021-07-20,11.2,yes,scheduling,low,phone,2021-07-20,no
80727,11659,2021-09-19,3.6,yes,app,medium,phone,2021-09-21,no
80728,13498,2023-01-26,7.1,yes,device,low,phone,2023-01-26,no
80729,14913,2023-07-12,5.7,yes,medication,low,app,2023-07-14,no
80730,11452,2021-12-23,4.8,yes,app,low,email,2021-12-24,no
80731,14000,2022-03-20,8.9,yes,scheduling,low,phone,2022-03-22,no
80732,10072,2024-08-09,4.2,yes,app,medium,email,2024-08-09,no
80733,13374,2021-12-23,3.7,yes,device,high,app,2021-12-24,no
80734,10858,2022-09-01,2.0,yes,device,medium,email,2022-09-02,no
80735,12809,2023-04-27,10.5,yes,device,medium,email,2023-04-29,no
80736,12252,2022-04-03,6.2,no,device,medium,email,,no
80737,13877,2024-11-12,6.0,yes,app,low,email,2024-11-13,no
80738,13543,2024-01-22,2.6,yes,scheduling,low,app,2024-01-22,no
80739,11733,2022-01-25,8.8,yes,scheduling,low,email,2022-01-27,no
80740,11215,2022-12-16,8.9,yes,claims,urgent,web,2022-12-16,no
80741,11675,2022-06-21,6.4,yes,app,high,app,2022-06-21,no
80742,14273,2022-07-31,0.5,yes,medication,low,app,2022-07-31,yes
80743,10728,2021-10-01,3.9,yes,device,high,app,2021-10-01,no
80744,10724,2021-11-19,6.5,yes,claims,low,app,2021-11-19,no
80745,10142,2022-05-20,2.1,yes,scheduling,low,phone,2022-05-21,no
80746,13990,2025-01-24,6.5,yes,medication,low,phone,2025-01-24,no
80747,10986,2022-04-04,1.4,yes,app,medium,phone,2022-04-05,no
80748,13665,2022-06-01,13.0,yes,medication,urgent,email,2022-06-03,no
80749,13097,2021-01-05,1.5,yes,scheduling,high,phone,2021-01-06,no
80750,12448,2023-06-21,8.4,no,medication,medium,phone,,no
80751,14391,2024-03-09,3.2,yes,claims,medium,email,2024-03-11,no
80752,10030,2021-05-09,2.6,yes,medication,high,app,2021-05-11,no
80753,14835,2024-07-12,9.1,no,app,low,phone,,no
80754,10277,2021-02-28,2.4,no,app,low,app,,no
80755,12731,2021-05-12,3.2,yes,medication,high,app,2021-05-13,no
80756,10221,2024-07-13,7.4,yes,other,high,phone,2024-07-15,no
80757,13688,2024-04-19,5.3,no,claims,medium,email,,no
80758,11427,2023-04-25,5.3,yes,claims,medium,app,2023-04-26,no
80759,12580,2023-06-30,8.0,yes,app,medium,email,2023-07-01,no
80760,14672,2023-07-21,6.0,yes,claims,low,phone,2023-07-23,no
80761,13988,2023-09-06,5.9,yes,scheduling,medium,email,2023-09-08,no
80762,13922,2023-03-07,5.3,yes,scheduling,medium,phone,2023-03-09,no
80763,13065,2022-09-15,5.3,yes,device,high,app,2022-09-15,no
80764,11384,2023-01-15,3.7,yes,app,low,email,2023-01-16,no
80765,13399,2021-02-04,4.0,yes,medication,low,email,2021-02-05,no
80766,11305,2021-09-21,12.4,yes,medication,medium,web,2021-09-21,no
80767,10858,2023-05-20,2.1,yes,device,medium,app,2023-05-22,no
80768,13769,2023-07-07,2.2,no,claims,low,email,,no
80769,14939,2024-02-08,10.2,yes,scheduling,medium,phone,2024-02-08,no
80770,11257,2021-04-27,5.9,yes,app,low,email,2021-04-28,no
80771,13455,2021-02-02,10.9,yes,medication,low,app,2021-02-04,no
80772,12534,2024-12-10,0.4,yes,device,medium,email,2024-12-12,no
80773,14579,2023-01-31,0.5,yes,medication,high,phone,2023-01-31,yes
80774,13534,2024-09-09,16.1,yes,device,medium,app,2024-09-10,no
80775,12848,2024-01-20,6.9,yes,app,low,phone,2024-01-20,no
80776,11385,2022-05-07,2.7,yes,medication,high,phone,2022-05-09,no
80777,13460,2022-01-16,12.8,yes,other,low,app,2022-01-17,no
80778,14591,2021-12-14,20.0,yes,app,high,phone,2021-12-15,no
80779,12557,2024-02-19,7.8,no,other,low,email,,no
80780,10414,2024-08-16,4.3,yes,scheduling,medium,phone,2024-08-18,no
80781,14978,2022-05-07,8.3,no,scheduling,low,app,,no
80782,14579,2023-12-17,12.7,yes,app,low,phone,2023-12-17,no
80783,14912,2023-02-18,2.4,yes,app,urgent,phone,2023-02-18,no
80784,12627,2024-06-28,1.3,yes,medication,medium,phone,2024-06-28,yes
80785,13544,2025-02-02,1.8,yes,scheduling,low,phone,2025-02-03,no
80786,12630,2023-12-09,10.2,yes,medication,medium,email,2023-12-11,no
80787,12850,2021-05-09,11.4,yes,app,low,phone,2021-05-11,no
80788,14278,2022-10-23,7.1,yes,device,low,phone,2022-10-25,no
80789,13814,2024-11-03,1.0,yes,other,low,phone,2024-11-04,no
80790,12838,2021-02-07,14.2,yes,app,low,web,2021-02-08,no
80791,13440,2021-12-05,1.3,yes,app,medium,phone,2021-12-06,no
80792,10509,2023-07-20,3.1,yes,scheduling,low,app,2023-07-21,no
80793,11410,2021-02-10,7.0,yes,medication,medium,app,2021-02-10,no
80794,11702,2023-04-06,3.3,yes,medication,high,phone,2023-04-07,no
80795,10836,2021-11-14,6.4,no,medication,low,email,,no
80796,11670,2025-01-17,2.6,yes,device,high,phone,2025-01-17,no
80797,14642,2024-01-08,13.8,yes,claims,medium,email,2024-01-09,no
80798,13305,2024-10-19,2.6,yes,app,low,web,2024-10-20,no
80799,12868,2023-11-23,4.7,yes,claims,low,phone,2023-11-23,no
80800,13556,2022-08-24,7.9,yes,device,medium,email,2022-08-24,no
80801,13065,2024-01-03,1.4,yes,device,low,phone,2024-01-04,no
80802,14230,2024-07-16,12.2,yes,medication,low,email,2024-07-16,no
80803,11856,2023-05-11,5.4,yes,app,medium,email,2023-05-11,no
80804,12363,2022-07-07,4.5,yes,app,high,app,2022-07-07,no
80805,13112,2024-11-09,3.8,no,app,low,app,,no
80806,12576,2021-07-21,7.9,yes,scheduling,medium,app,2021-07-23,no
80807,14674,2022-04-29,6.2,yes,app,low,phone,2022-04-29,no
80808,13594,2022-01-13,5.4,yes,device,low,phone,2022-01-15,no
80809,13410,2024-04-07,1.1,yes,medication,low,web,2024-04-08,no
80810,13745,2022-07-03,8.6,yes,scheduling,high,app,2022-07-03,no
80811,14164,2023-09-06,11.2,no,app,low,email,,no
80812,13623,2021-06-27,8.1,yes,device,medium,web,2021-06-29,no
80813,14612,2023-07-12,6.5,yes,other,high,phone,2023-07-14,no
80814,10320,2021-07-10,8.5,yes,medication,medium,web,2021-07-12,no
80815,14059,2021-02-08,2.9,yes,app,medium,phone,2021-02-10,no
80816,14196,2024-03-06,0.3,yes,app,medium,web,2024-03-06,yes
80817,14742,2021-01-04,2.8,yes,medication,medium,email,2021-01-05,no
80818,10581,2021-01-09,5.6,yes,device,medium,email,2021-01-10,no
80819,13148,2021-11-26,5.3,yes,medication,medium,phone,2021-11-26,no
80820,10171,2025-01-17,10.6,yes,medication,medium,web,2025-01-18,no
80821,10987,2022-04-29,19.5,yes,other,medium,app,2022-04-30,no
80822,10462,2022-07-03,5.3,yes,app,medium,email,2022-07-05,no
80823,13459,2024-12-18,19.2,yes,scheduling,medium,phone,2024-12-20,no
80824,10024,2023-04-13,8.2,yes,scheduling,medium,email,2023-04-13,no
80825,13138,2022-04-28,3.6,yes,other,medium,email,2022-04-28,no
80826,10498,2022-05-24,7.4,yes,device,low,email,2022-05-25,no
80827,12473,2023-02-22,1.9,yes,medication,high,phone,2023-02-22,yes
80828,13733,2023-09-22,5.8,yes,scheduling,medium,phone,2023-09-23,no
80829,10197,2022-08-25,9.9,yes,medication,low,phone,2022-08-25,no
80830,13988,2023-03-30,19.3,yes,scheduling,low,app,2023-03-30,no
80831,13952,2022-01-06,6.2,yes,other,low,app,2022-01-07,no
80832,13272,2023-05-26,13.2,yes,medication,medium,email,2023-05-27,no
80833,14232,2022-05-30,2.6,yes,medication,urgent,email,2022-06-01,no
80834,13792,2021-10-31,1.2,yes,medication,urgent,app,2021-11-01,no
80835,12779,2021-03-04,6.4,yes,scheduling,medium,email,2021-03-05,no
80836,12527,2023-03-29,4.5,no,app,low,email,,no
80837,14734,2024-01-08,23.5,yes,medication,medium,app,2024-01-10,no
80838,11702,2022-01-06,4.9,yes,medication,medium,phone,2022-01-06,no
80839,13689,2022-09-26,1.4,no,other,low,phone,,no
80840,11418,2024-02-17,1.1,no,app,low,web,,no
80841,12927,2022-08-03,4.1,yes,medication,low,phone,2022-08-03,no
80842,14793,2024-02-07,6.3,yes,app,medium,email,2024-02-08,no
80843,12841,2022-01-20,11.7,yes,app,low,email,2022-01-21,no
80844,12809,2024-09-28,5.6,yes,claims,high,app,2024-09-30,no
80845,12634,2023-08-19,2.1,yes,medication,medium,email,2023-08-21,no
80846,12532,2023-04-06,2.3,yes,medication,low,phone,2023-04-07,no
80847,12447,2025-01-18,1.0,yes,claims,medium,email,2025-01-18,yes
80848,12090,2024-12-28,1.2,no,scheduling,high,email,,no
80849,13318,2024-07-14,10.3,yes,medication,medium,app,2024-07-15,no
80850,14123,2024-08-23,4.0,yes,app,low,phone,2024-08-24,no
80851,11104,2022-06-19,10.6,yes,scheduling,high,phone,2022-06-20,no
80852,11087,2024-11-10,2.4,yes,other,medium,phone,2024-11-11,no
80853,12227,2025-02-01,15.5,yes,medication,medium,email,2025-02-03,no
80854,10672,2024-09-17,2.6,yes,other,high,phone,2024-09-17,no
80855,12572,2022-09-02,2.9,yes,medication,medium,phone,2022-09-02,no
80856,11768,2021-02-18,4.6,yes,other,low,app,2021-02-19,no
80857,14267,2021-12-29,4.5,no,scheduling,medium,app,,no
80858,11629,2023-02-18,5.9,yes,app,low,web,2023-02-18,no
80859,10075,2023-12-31,5.3,yes,claims,low,phone,2024-01-02,no
80860,13038,2022-02-28,10.0,yes,medication,low,web,2022-02-28,no
80861,11384,2022-05-17,15.2,no,device,high,email,,no
80862,10283,2023-10-02,1.2,yes,other,low,email,2023-10-02,yes
80863,11738,2021-09-02,16.6,yes,medication,medium,email,2021-09-04,no
80864,13598,2022-01-24,0.7,yes,scheduling,urgent,phone,2022-01-24,yes
80865,10983,2024-12-27,14.9,yes,app,low,phone,2024-12-29,no
80866,10312,2023-10-20,2.0,yes,claims,medium,web,2023-10-21,no
80867,11026,2022-05-17,2.2,yes,claims,medium,phone,2022-05-19,no
80868,14421,2021-04-21,7.3,yes,scheduling,low,phone,2021-04-23,no
80869,11554,2021-11-19,5.1,yes,device,high,web,2021-11-19,no
80870,10360,2021-07-13,6.5,no,claims,low,phone,,no
80871,10321,2021-04-01,24.5,yes,scheduling,low,app,2021-04-02,no
80872,12948,2023-06-15,11.6,no,scheduling,low,web,,no
80873,10966,2022-10-28,7.4,no,app,high,email,,no
80874,10449,2023-02-27,3.3,yes,app,medium,phone,2023-02-28,no
80875,10454,2022-05-13,14.2,yes,other,low,web,2022-05-13,no
80876,12720,2024-10-10,5.8,yes,claims,urgent,phone,2024-10-12,no
80877,10043,2021-08-17,3.6,yes,medication,medium,email,2021-08-17,no
80878,14481,2023-10-24,12.2,yes,medication,low,app,2023-10-26,no
80879,13974,2024-06-16,9.2,yes,medication,low,phone,2024-06-16,no
80880,10292,2022-02-27,3.9,yes,device,low,app,2022-02-27,no
80881,10064,2024-04-14,0.8,no,device,low,email,,no
80882,14321,2021-09-05,6.6,yes,app,medium,app,2021-09-06,no
80883,10330,2021-07-19,3.7,no,medication,high,web,,no
80884,13227,2023-03-04,12.2,yes,app,high,web,2023-03-04,no
80885,13201,2024-07-29,4.5,yes,app,low,phone,2024-07-30,no
80886,12077,2023-08-07,15.0,yes,medication,low,app,2023-08-08,no
80887,14690,2022-07-17,7.5,yes,medication,high,email,2022-07-18,no
80888,12502,2022-07-06,7.2,yes,scheduling,low,email,2022-07-08,no
80889,13360,2024-06-14,9.0,yes,claims,high,email,2024-06-14,no
80890,10642,2022-03-19,6.7,no,scheduling,low,email,,no
80891,13812,2024-02-11,4.4,yes,medication,low,email,2024-02-12,no
80892,13216,2021-11-02,2.1,yes,app,low,app,2021-11-02,no
80893,10564,2021-07-12,1.8,yes,claims,medium,app,2021-07-13,no
80894,14609,2022-12-31,2.6,yes,medication,low,app,2023-01-01,no
80895,14760,2021-12-02,28.5,yes,claims,low,phone,2021-12-03,no
80896,10540,2024-06-21,1.4,yes,device,low,app,2024-06-22,no
80897,14129,2021-11-16,8.9,yes,claims,medium,email,2021-11-16,no
80898,10230,2021-05-23,2.0,yes,scheduling,low,web,2021-05-25,no
80899,10434,2024-11-12,2.5,yes,device,medium,phone,2024-11-12,no
80900,12622,2023-07-30,3.2,yes,medication,high,phone,2023-07-31,no
80901,14352,2022-12-01,1.3,yes,scheduling,low,web,2022-12-01,yes
80902,14196,2021-09-22,6.3,yes,claims,low,web,2021-09-22,no
80903,12383,2024-03-19,5.6,yes,scheduling,medium,phone,2024-03-21,no
80904,14911,2022-03-18,2.1,no,other,low,web,,no
80905,12058,2021-01-13,3.8,yes,medication,low,email,2021-01-13,no
80906,13402,2023-03-05,10.0,yes,app,high,web,2023-03-06,no
80907,10049,2022-09-27,9.9,yes,device,high,email,2022-09-28,no
80908,15000,2024-03-20,8.7,yes,medication,low,web,2024-03-22,no
80909,14509,2023-07-08,6.0,yes,scheduling,medium,app,2023-07-08,no
80910,11837,2023-01-22,6.4,yes,claims,low,phone,2023-01-23,no
80911,11804,2021-02-17,2.6,yes,scheduling,medium,phone,2021-02-18,no
80912,12163,2023-04-18,4.5,yes,app,low,phone,2023-04-20,no
80913,10678,2021-06-03,3.8,yes,medication,medium,email,2021-06-05,no
80914,14916,2021-01-10,10.8,yes,claims,low,email,2021-01-11,no
80915,11007,2021-03-30,3.5,no,claims,high,email,,no
80916,10596,2024-03-06,4.3,no,other,medium,app,,no
80917,10146,2024-04-06,1.7,no,other,low,app,,no
80918,11218,2025-01-31,1.9,yes,device,low,email,2025-01-31,yes
80919,12129,2022-11-18,8.0,yes,app,high,email,2022-11-18,no
80920,13392,2025-02-04,5.5,no,app,high,phone,,no
80921,12535,2025-01-27,5.4,yes,other,medium,phone,2025-01-28,no
80922,14303,2021-04-12,4.5,yes,medication,medium,phone,2021-04-12,no
80923,11153,2023-05-13,6.2,yes,medication,medium,app,2023-05-14,no
80924,10959,2022-06-24,4.1,yes,scheduling,low,phone,2022-06-25,no
80925,11676,2021-12-05,5.8,yes,app,low,phone,2021-12-05,no
80926,11168,2024-04-16,4.3,no,medication,medium,email,,no
80927,14649,2024-03-30,3.8,yes,app,high,app,2024-04-01,no
80928,11521,2021-07-13,11.7,yes,medication,low,web,2021-07-13,no
80929,14494,2022-09-29,4.1,yes,app,medium,email,2022-09-30,no
80930,11779,2023-10-11,8.2,yes,medication,low,phone,2023-10-11,no
80931,10561,2024-06-04,7.6,no,claims,medium,web,,no
80932,14408,2023-02-26,3.3,yes,other,low,email,2023-02-28,no
80933,12874,2024-07-14,4.7,yes,scheduling,high,phone,2024-07-16,no
80934,11270,2024-03-26,11.7,no,scheduling,high,app,,no
80935,12822,2022-09-10,1.0,yes,device,medium,phone,2022-09-10,yes
80936,12025,2023-12-16,7.9,yes,medication,medium,email,2023-12-16,no
80937,11360,2023-02-12,4.2,yes,medication,high,phone,2023-02-12,no
80938,12906,2023-06-01,3.9,yes,scheduling,high,phone,2023-06-02,no
80939,10806,2022-10-04,5.9,yes,medication,low,app,2022-10-04,no
80940,10793,2024-08-07,7.9,yes,app,high,phone,2024-08-07,no
80941,11926,2024-11-15,8.0,yes,app,high,email,2024-11-15,no
80942,13187,2022-06-22,1.0,yes,other,low,phone,2022-06-22,yes
80943,10751,2022-08-07,9.0,yes,medication,high,email,2022-08-08,no
80944,14044,2021-11-01,3.7,yes,scheduling,low,app,2021-11-02,no
80945,12657,2023-08-14,6.2,yes,medication,medium,app,2023-08-14,no
80946,10037,2022-04-15,7.6,yes,claims,high,phone,2022-04-16,no
80947,14836,2022-05-16,6.8,yes,claims,high,phone,2022-05-18,no
80948,10058,2024-05-20,3.4,yes,other,low,app,2024-05-20,no
80949,11172,2022-02-16,14.1,yes,app,high,email,2022-02-18,no
80950,14131,2022-06-05,1.6,yes,other,low,phone,2022-06-06,no
80951,11234,2023-11-24,6.5,no,claims,medium,email,,no
80952,10275,2024-06-30,1.5,yes,medication,medium,phone,2024-07-02,no
80953,13913,2024-04-17,6.3,yes,medication,high,phone,2024-04-17,no
80954,11675,2025-01-13,6.9,yes,medication,medium,app,2025-01-14,no
80955,14660,2022-02-11,11.0,yes,medication,medium,app,2022-02-12,no
80956,10922,2021-09-28,4.4,yes,claims,low,phone,2021-09-29,no
80957,13766,2022-03-18,4.9,yes,other,medium,app,2022-03-19,no
80958,11373,2024-03-09,4.6,yes,medication,high,phone,2024-03-10,no
80959,11809,2024-05-04,3.7,yes,medication,high,email,2024-05-05,no
80960,10007,2023-10-14,9.9,yes,other,medium,app,2023-10-14,no
80961,14243,2024-04-14,9.5,yes,medication,low,phone,2024-04-14,no
80962,14778,2022-03-11,3.1,no,device,medium,phone,,no
80963,10488,2022-01-23,6.6,yes,medication,low,app,2022-01-25,no
80964,14712,2022-07-29,1.5,yes,other,high,email,2022-07-29,yes
80965,10360,2024-01-03,3.8,yes,app,low,phone,2024-01-04,no
80966,14323,2021-11-13,2.7,yes,claims,low,phone,2021-11-15,no
80967,12728,2023-01-14,4.2,yes,other,medium,app,2023-01-15,no
80968,12946,2023-02-24,11.1,yes,app,high,web,2023-02-24,no
80969,13046,2024-08-23,11.7,yes,app,medium,phone,2024-08-25,no
80970,12428,2021-01-26,3.5,yes,app,medium,phone,2021-01-27,no
80971,10580,2022-07-30,4.7,no,scheduling,medium,app,,no
80972,12446,2023-05-22,2.4,yes,other,medium,app,2023-05-24,no
80973,12515,2024-05-30,1.8,yes,medication,urgent,app,2024-05-30,yes
80974,12665,2024-07-10,5.5,yes,scheduling,high,email,2024-07-10,no
80975,13043,2024-10-20,5.7,no,medication,low,phone,,no
80976,14979,2023-05-06,10.2,yes,app,low,phone,2023-05-08,no
80977,13049,2023-10-24,1.4,yes,medication,urgent,phone,2023-10-26,no
80978,10063,2025-01-23,2.6,yes,medication,medium,app,2025-01-25,no
80979,13640,2022-08-27,9.5,yes,scheduling,medium,phone,2022-08-27,no
80980,11777,2021-06-10,4.0,no,claims,low,phone,,no
80981,12315,2021-10-30,9.3,no,medication,medium,email,,no
80982,13594,2021-05-20,5.8,no,claims,low,phone,,no
80983,11894,2021-05-30,7.2,yes,other,high,web,2021-06-01,no
80984,13875,2024-03-10,7.8,yes,app,medium,app,2024-03-12,no
80985,14996,2023-01-11,3.9,yes,medication,medium,email,2023-01-12,no
80986,11140,2023-06-21,5.2,no,medication,medium,phone,,no
80987,11481,2021-11-03,11.8,yes,medication,low,web,2021-11-03,no
80988,14314,2022-07-10,6.3,yes,scheduling,low,app,2022-07-12,no
80989,14506,2022-10-04,4.5,no,device,medium,app,,no
80990,11974,2021-06-10,15.6,no,medication,low,phone,,no
80991,13620,2021-07-05,3.1,yes,scheduling,medium,web,2021-07-06,no
80992,11499,2024-03-01,5.2,no,medication,urgent,phone,,no
80993,13314,2022-03-07,0.1,yes,claims,high,app,2022-03-08,no
80994,13819,2024-06-02,7.3,yes,medication,medium,email,2024-06-04,no
80995,14090,2022-05-10,3.0,yes,medication,medium,email,2022-05-10,no
80996,10730,2023-12-16,9.7,no,other,medium,app,,no
80997,14402,2023-04-15,1.1,yes,scheduling,high,phone,2023-04-16,no
80998,13041,2024-01-21,13.4,yes,app,low,email,2024-01-22,no
80999,10209,2022-08-09,9.1,no,scheduling,medium,web,,no
81000,12486,2021-04-26,15.7,no,scheduling,medium,web,,no
81001,10137,2021-01-17,0.5,no,medication,high,phone,,no
81002,10592,2024-04-30,0.7,yes,app,low,app,2024-04-30,yes
81003,11038,2025-01-03,11.1,yes,scheduling,low,app,2025-01-04,no
81004,14811,2022-05-19,5.9,yes,other,high,app,2022-05-21,no
81005,13125,2021-10-02,10.5,yes,claims,medium,phone,2021-10-04,no
81006,11712,2021-07-30,0.9,yes,medication,low,phone,2021-07-30,yes
81007,14352,2023-05-08,7.9,yes,medication,low,phone,2023-05-09,no
81008,13766,2021-01-01,1.6,no,claims,low,email,,no
81009,13191,2022-08-09,2.4,yes,device,low,phone,2022-08-10,no
81010,11590,2021-11-09,10.4,yes,medication,low,phone,2021-11-10,no
81011,11007,2023-03-02,6.2,yes,app,medium,email,2023-03-03,no
81012,13435,2022-08-14,3.5,yes,claims,medium,email,2022-08-15,no
81013,10402,2022-01-07,3.3,yes,claims,high,phone,2022-01-07,no
81014,13778,2022-02-26,4.2,yes,medication,medium,phone,2022-02-26,no
81015,12905,2024-03-17,2.1,yes,claims,medium,phone,2024-03-19,no
81016,14430,2024-10-26,5.5,no,claims,low,phone,,no
81017,14294,2022-03-11,4.4,yes,other,high,phone,2022-03-11,no
81018,10158,2024-09-25,6.0,no,device,high,email,,no
81019,10791,2024-03-20,9.0,yes,medication,low,email,2024-03-22,no
81020,14643,2021-12-17,8.9,yes,medication,low,phone,2021-12-19,no
81021,14504,2022-05-12,2.2,yes,app,high,phone,2022-05-12,no
81022,10634,2022-08-16,6.2,yes,app,low,email,2022-08-17,no
81023,11840,2021-04-12,0.7,yes,medication,medium,email,2021-04-12,yes
81024,14952,2023-03-25,5.0,yes,claims,high,phone,2023-03-27,no
81025,12413,2021-09-18,4.0,yes,app,high,web,2021-09-20,no
81026,10487,2024-12-14,0.6,yes,device,high,phone,2024-12-15,no
81027,14957,2022-07-10,3.4,yes,app,low,email,2022-07-11,no
81028,11847,2021-11-03,5.9,yes,claims,medium,phone,2021-11-03,no
81029,12157,2024-01-16,3.4,yes,medication,low,phone,2024-01-16,no
81030,11843,2023-06-03,15.3,yes,scheduling,low,phone,2023-06-05,no
81031,14718,2022-02-20,14.2,yes,scheduling,medium,app,2022-02-21,no
81032,10380,2021-04-24,0.9,yes,app,urgent,email,2021-04-24,yes
81033,11165,2022-10-24,6.2,yes,claims,medium,email,2022-10-25,no
81034,12927,2022-12-19,4.7,yes,claims,high,phone,2022-12-21,no
81035,10991,2023-07-21,5.0,yes,scheduling,low,phone,2023-07-22,no
81036,12074,2024-05-11,7.7,no,medication,medium,app,,no
81037,12852,2023-08-31,3.4,yes,scheduling,medium,email,2023-09-02,no
81038,13131,2021-08-29,18.3,yes,claims,low,phone,2021-08-30,no
81039,11402,2021-03-15,2.2,yes,other,low,phone,2021-03-15,no
81040,12036,2023-05-19,7.6,yes,medication,high,email,2023-05-20,no
81041,10616,2022-01-29,1.0,yes,device,medium,app,2022-01-30,no
81042,11941,2023-01-16,1.3,yes,medication,high,phone,2023-01-18,no
81043,10141,2024-01-04,0.7,no,claims,low,phone,,no
81044,11327,2022-08-17,16.5,yes,scheduling,medium,phone,2022-08-18,no
81045,11694,2021-08-18,8.5,yes,device,medium,phone,2021-08-18,no
81046,13136,2023-12-16,4.8,yes,medication,low,email,2023-12-16,no
81047,10671,2021-08-22,9.9,no,device,medium,web,,no
81048,13179,2022-09-27,4.0,yes,app,urgent,app,2022-09-28,no
81049,10022,2025-01-29,12.8,yes,scheduling,low,app,2025-01-31,no
81050,11387,2022-05-28,11.0,yes,device,urgent,web,2022-05-29,no
81051,14448,2021-07-25,4.9,yes,scheduling,medium,phone,2021-07-26,no
81052,14268,2023-10-07,8.9,yes,app,medium,phone,2023-10-09,no
81053,13424,2022-02-18,9.3,yes,claims,low,phone,2022-02-18,no
81054,11106,2023-01-07,3.6,yes,medication,medium,email,2023-01-09,no
81055,13300,2022-12-15,8.2,yes,claims,low,phone,2022-12-16,no
81056,12015,2021-09-02,1.3,no,medication,low,phone,,no
81057,12792,2024-02-04,10.6,yes,medication,high,email,2024-02-05,no
81058,14233,2021-06-26,3.0,yes,other,low,email,2021-06-27,no
81059,11250,2024-03-28,2.1,yes,scheduling,high,phone,2024-03-29,no
81060,13277,2021-02-18,6.3,yes,medication,medium,app,2021-02-20,no
81061,12482,2024-04-26,1.9,yes,device,low,app,2024-04-28,no
81062,12225,2022-12-13,5.6,no,medication,high,phone,,no
81063,12952,2024-01-28,4.4,yes,medication,medium,email,2024-01-30,no
81064,10591,2022-04-17,8.2,yes,app,low,phone,2022-04-18,no
81065,13260,2024-01-16,3.2,yes,medication,medium,email,2024-01-17,no
81066,13219,2022-02-16,15.5,no,medication,urgent,phone,,no
81067,13440,2022-12-10,0.9,yes,medication,high,web,2022-12-10,yes
81068,12938,2023-09-24,2.8,yes,medication,low,app,2023-09-26,no
81069,14367,2022-05-03,5.4,yes,app,low,phone,2022-05-05,no
81070,10473,2021-02-17,3.7,no,other,high,phone,,no
81071,11819,2022-05-03,3.7,yes,app,low,web,2022-05-04,no
81072,14845,2022-12-23,1.4,yes,claims,low,app,2022-12-25,no
81073,14908,2021-07-15,2.5,yes,medication,high,phone,2021-07-17,no
81074,13514,2021-08-28,6.3,yes,medication,medium,email,2021-08-28,no
81075,10167,2022-05-29,7.6,yes,medication,high,email,2022-05-30,no
81076,11130,2024-07-16,7.4,yes,claims,medium,phone,2024-07-18,no
81077,10274,2025-02-04,5.3,yes,medication,low,phone,2025-02-04,no
81078,13830,2023-07-03,1.8,no,medication,low,app,,no
81079,11334,2023-04-25,4.5,yes,app,high,web,2023-04-25,no
81080,10944,2023-02-21,14.6,yes,scheduling,medium,phone,2023-02-23,no
81081,14425,2023-03-20,12.9,yes,claims,medium,phone,2023-03-20,no
81082,13102,2021-01-13,5.3,yes,medication,medium,phone,2021-01-14,no
81083,13909,2024-02-08,6.6,yes,medication,high,app,2024-02-10,no
81084,10336,2022-03-28,0.6,yes,medication,high,app,2022-03-28,yes
81085,14570,2021-07-11,2.2,no,other,medium,phone,,no
81086,13931,2024-05-20,10.1,yes,app,low,phone,2024-05-20,no
81087,13558,2021-10-26,3.4,no,medication,low,email,,no
81088,13360,2021-10-26,2.9,yes,scheduling,low,email,2021-10-28,no
81089,13869,2023-09-01,13.8,yes,claims,low,email,2023-09-02,no
81090,12400,2022-01-22,4.3,yes,app,urgent,phone,2022-01-22,no
81091,10616,2023-10-20,21.3,yes,medication,low,web,2023-10-22,no
81092,13244,2023-11-13,3.6,no,other,low,email,,no
81093,11186,2023-12-17,6.2,no,app,low,email,,no
81094,11492,2023-05-17,7.5,yes,medication,high,phone,2023-05-18,no
81095,11231,2021-11-10,5.3,yes,other,medium,phone,2021-11-10,no
81096,10546,2021-09-05,5.2,yes,medication,high,app,2021-09-06,no
81097,12807,2022-03-16,5.8,yes,scheduling,low,phone,2022-03-16,no
81098,10566,2024-10-02,1.6,yes,scheduling,medium,phone,2024-10-02,yes
81099,13758,2021-03-06,8.4,no,claims,high,email,,no
81100,10982,2022-04-04,7.5,yes,medication,high,phone,2022-04-05,no
81101,14232,2024-12-31,5.9,yes,claims,low,app,2025-01-01,no
81102,13101,2022-09-12,1.5,yes,app,high,app,2022-09-13,no
81103,11299,2021-12-21,4.6,yes,medication,high,app,2021-12-22,no
81104,13056,2024-01-18,7.6,yes,claims,low,app,2024-01-20,no
81105,11409,2024-01-16,2.8,no,other,low,app,,no
81106,10826,2023-02-23,2.6,yes,app,medium,email,2023-02-25,no
81107,12970,2023-02-11,7.8,yes,claims,medium,email,2023-02-12,no
81108,10756,2021-04-23,3.4,yes,medication,urgent,email,2021-04-24,no
81109,13803,2022-09-11,1.9,no,other,low,phone,,no
81110,11171,2023-04-26,3.7,no,claims,medium,phone,,no
81111,10442,2021-02-18,3.8,no,scheduling,low,phone,,no
81112,14123,2023-05-18,1.2,yes,scheduling,high,phone,2023-05-19,no
81113,10078,2022-03-28,6.9,no,claims,high,phone,,no
81114,12305,2022-09-24,2.2,no,claims,urgent,web,,no
81115,13558,2022-11-10,2.6,yes,medication,high,phone,2022-11-11,no
